format,name,link,archetype,wr,date
timeless_bo3,matheusvechiez,https://mtga.untapped.gg/profile/bb033226-258f-4e1d-b332-0a6839497c69/D75MKNVNJFFFXAEYMSTYRIASWM/deck/00066d4e-1645-44b2-8c83-be159a91739e?timeFrame=current_season,Rakdos Burn,55.7%,May 31
timeless_bo3,tuubi,https://mtga.untapped.gg/profile/ed31ec87-f715-4716-a3af-29ec2ee854fd/BWPBZZGWTFD3NM2LCR2GCRIO3U/deck/01cb4d35-6fdf-4ae5-bb9c-bf17c4411edb?timeFrame=current_season,4-Color Show and Tell,72.7%,May 31
timeless_bo3,exraaa,https://mtga.untapped.gg/profile/a7cb1bf2-b79e-4917-adac-23dea85a3c8d/PEYCTP2OVFBLDMYQO7UBBTACEE/deck/c90260a8-fea8-4a02-81d1-c51e4cf93946?timeFrame=current_season,4-Color Yawgmoth,75.0%,May 31
standard_bo3,Atszee,https://mtga.untapped.gg/profile/30bbb849-5b54-47ed-b5af-a9c4f84f33e8/GXA4JMUJ6NDZLCSRNSHPMB2NCA/deck/7f9c18f6-91ed-476a-a290-a77d79d7e9da?timeFrame=current_season,Orzhov Other,76.5%,June 01
standard_bo3,Tragoedia,https://mtga.untapped.gg/profile/747555d8-25f7-4936-8aa1-521c436161ce/96D7091C617F0E04/deck/456eae19-74ae-4b68-ae54-d3893f444ba5?timeFrame=current_season,Gruul Prowess,68.3%,June 02
explorer_bo1,ocelot,https://mtga.untapped.gg/profile/444d188b-64db-4e0c-9935-945752688d0c/WI3MO3ZJVJHNZDYMMLUWCJMJQM/deck/609473ba-5b38-4dbc-8b68-782830f5f59a?timeFrame=current_season,Rakdos Vampires,69.3%,June 02
standard_bo1,L0nE-F0x,https://mtga.untapped.gg/profile/2b60b681-0b2b-4ae2-aaa8-b5c77fb52308/5ZZ5H5XENFDUHPM2J6XWDR5QNU/deck/928c8840-bfa8-48cc-a515-b447d22c516c?timeFrame=current_season,Mono-Red Prowess,73.5%,June 03
explorer_bo3,Chase,https://mtga.untapped.gg/profile/13cb2385-5a0d-4f14-bd48-366213fcd092/OXVUD5HTAVCJHPTBWZRFGON5BQ/deck/5d4b39f5-d152-4bdb-855e-f2b065df7532?timeFrame=current_season,Orzhov Other,85.7%,June 03
standard_bo1,dmitropher,https://mtga.untapped.gg/profile/2b3c5bdf-df8e-48e9-bfda-e1abe1e54758/675SEAE5SFACJJ4N254ODCTQKU/deck/3ad6c173-f378-4f96-85f1-dcd6447b5270?timeFrame=current_season,Mono-Red Prowess,65.1%,June 04
standard_bo1,Glistener Dwarf,https://mtga.untapped.gg/profile/7da9cd23-ff86-4778-a98b-619df94a24c8/UHAGJASLFBCRNEBMO7UHYJI5LM/deck/dc192c69-2bd6-42a0-8ec9-e81434269890?timeFrame=current_season,Mono-Red Prowess,65.7%,June 04
standard_bo3,g.wormson,https://mtga.untapped.gg/profile/6335b0d8-03c7-42ad-924c-81bc21c63a17/7B0A474BF1B57A1E/deck/252a7f86-dfd1-4170-8fb6-e1521e0734b3?timeFrame=current_season,5-Color Domain,83.3%,June 04
standard_bo3,Autzen,https://mtga.untapped.gg/profile/98f630fd-e93a-4197-b58a-e5bf330e1ba5/B2V2NOFTAFGQLE5PSGYBHDH6LI/deck/daeb0972-6a4a-4583-80a1-1d1d29e176ba?timeFrame=current_season,Golgari Other,72.0%,June 04
explorer_bo1,Moggin1,https://mtga.untapped.gg/profile/16e54a31-bf00-4b34-bcb9-6aeee7fa4796/AG2GLSYPYJDIRPTCR5AVZFJNPU/deck/879d87ef-6f37-43b4-9e95-3ec3ff0ea69d?timeFrame=current_season,Mono-Red Burn,76.7%,June 04
explorer_bo1,diego dias,https://mtga.untapped.gg/profile/37ea8217-bfbd-4759-ab94-2096c5fe8121/7LXQUF2CGZD2NFQNRNVOGSLER4/deck/8f8daf92-40aa-40ce-94db-7dbf231a9ae2?timeFrame=current_season,Azorius Control,68.3%,June 04
explorer_bo3,InqulsltoR,https://mtga.untapped.gg/profile/54a6b118-d9bb-449b-ab7f-c51f9ebe234d/CD76367A56F0B567/deck/708479c2-8a0a-4631-93b0-f49aeb1d2fc6?timeFrame=current_season,Golgari Other,83.3%,June 04
historic_bo1,Nytoks,https://mtga.untapped.gg/profile/99b3a854-b081-463c-b53b-8575f20e2a6a/B99169800F8B51E7/deck/9245c9e6-4690-4152-939e-88d46f336d90?timeFrame=current_season,Azorius Artifacts,,June 04
historic_bo1,たろきち0827,https://mtga.untapped.gg/profile/25ee7350-cf7c-42ae-86d7-aad7c6539a41/RC73L3S3PJFS5F2DFA2LVL6Q7Q/deck/d3906e36-a5b9-435c-85d4-23aad5889713?timeFrame=current_season,Boros Convoke,71.4%,June 04
standard_bo1,Xanifer,https://mtga.untapped.gg/profile/e17db4f5-52c0-4f6a-8a59-dcb359fac72b/SLGEB6QH6RFXRATBWTDV6E4WS4/deck/bba518cc-232c-4a2d-b64f-e9f3f429dab8?timeFrame=current_season,Mono-Red Aggro,71.4%,June 04
explorer_bo1,sirokage,https://mtga.untapped.gg/profile/cf15b0bf-99e9-4e8f-9bd2-7259c1d3bace/GYK2ZS2GOFHITCWJDMIYW6EUVE/deck/333e175e-ef93-463a-99da-da5ee5f4980c?timeFrame=current_season,Abzan Amalia,60.3%,June 04
explorer_bo3,Fiver777,https://mtga.untapped.gg/profile/a8012b5d-9caf-4776-a764-8e00f25a3ce8/DAMJUKRGEVB4RMQKXEUSR4HUCY/deck/5ad54429-7bf3-407d-b1ef-19c0eb1df662?timeFrame=current_season,Mono-Black Discard,76.0%,June 04
explorer_bo1,Exal,https://mtga.untapped.gg/profile/94b069de-bbd6-4e3b-8731-cd8b527c6a8e/F5MJGT5SWFA75LV37O7UGC4EJU/deck/7003a603-a80a-417c-8829-fde85aa50cb1?timeFrame=current_season,Abzan Greasefang,67.3%,June 04
standard_bo3,TheCaptain,https://mtga.untapped.gg/profile/c34ac92d-7cc5-42ca-8881-5f749d732f79/MCRHGVFEDJD4JC4Z4VFXEUAF5Y/deck/3cf8ad90-d5ef-4dd1-b978-50ab18d6ee23?timeFrame=current_season,Gruul Aggro,70.4%,June 04
alchemy_bo1,Dizeren,https://mtga.untapped.gg/profile/f45bd537-0eba-4a50-9cf2-92207b8b5cec/MCQYXPSOUBBKZGJWI7AGFRFPLQ/deck/5c648986-cac6-4393-98ac-6ab3d16ea9ca?timeFrame=current_season,Golgari Toxic,67.7%,June 04
standard_bo1,JonnyRevo,https://mtga.untapped.gg/profile/7497cddb-ad85-4d0f-92e6-6ce590b22227/KYGWZXQ3WVFXNATVO5JB6QUBW4/deck/c14d4842-170b-4aa7-8538-9ff2bc57d1da?timeFrame=current_season,Boros Convoke,60.6%,June 05
standard_bo1,CanOfChunky,https://mtga.untapped.gg/profile/e6631d27-5872-477f-9d87-c6b4f8d11637/LP5TCM4RVRGRFPNILZUPPWS7G4/deck/395ac1bb-29f9-49b6-a781-b208b5b916ca?timeFrame=current_season,Naya Discover,59.4%,June 05
standard_bo3,TomJoad,https://mtga.untapped.gg/profile/81956fac-b6d9-4a19-bc21-ff6edefa1dd4/90948FB4C37B24A5/deck/64035149-be20-4e09-b743-244a442c5594?timeFrame=current_season,5-Color Domain,75.7%,June 05
historic_bo1,Winterknight,https://mtga.untapped.gg/profile/79ed11a9-d739-4bad-9cfa-2aa6078e0dbd/HU2AQPVGR5GWDLUXJYQK3WBEEU/deck/f65556d3-3150-491e-9ab8-9abdc2197f13?timeFrame=current_season,Mono-Red Aggro,68.1%,June 05
timeless_bo3,Oyobi,https://mtga.untapped.gg/profile/13f918fb-50bb-4631-b9c9-569911a12b39/59FEA5C01D21BA7E/deck/7af74786-30b6-4bde-aa4e-c43416bab417?timeFrame=current_season,Mono-Green Titan,70.0%,June 05
timeless_bo3,Filippo Vespi,https://mtga.untapped.gg/profile/ccc94b12-7804-411e-87fc-052ae9b5979d/3NZ4N4VGMNBK5OIWHBUVUYH34M/deck/4c91a858-5fda-4144-b287-524f571e3ddf?timeFrame=current_season,Rakdos Burn,69.2%,June 05
standard_bo1,Sucitivel,https://mtga.untapped.gg/profile/dab76999-0068-438e-8322-28ffca1b2b33/G6YORGZGYZBGZKREY3XXPFE2V4/deck/6db4ec8f-ab8e-45d3-abf3-3b73161049c6?timeFrame=current_season,Mono-Red Prowess,63.4%,June 05
standard_bo1,JinHuan,https://mtga.untapped.gg/profile/3cd4a609-52b0-457e-ad4e-2af06cd2094d/OHL6564DLVH7ZH35N6LTVV46OQ/deck/41d7356a-e7d0-4a84-ad1d-6a6dbe107f6e?timeFrame=current_season,Rakdos Aggro,58.9%,June 05
standard_bo3,mrbitl,https://mtga.untapped.gg/profile/73469393-d012-4735-a083-ba780ab5b25a/ZHGSV67XVBGWXENKFINCDQ4HBE/deck/331621cb-a025-44ca-9a82-2d570657e30d?timeFrame=current_season,Jund Other,60.0%,June 05
standard_bo1,cougarAlvir,https://mtga.untapped.gg/profile/c97b4f29-dcc7-452f-969b-b233d37187e8/QRVQMS4S2BCRVOF2SC4S2JOJDA/deck/d82f2bb2-2566-487b-93b0-f1074e929972?timeFrame=current_season,Azorius Other,69.2%,June 05
standard_bo3,StewardAffair,https://mtga.untapped.gg/profile/c598fb85-4735-4ff6-b57b-36e73f925ad7/SYE4XLTCVRAMFAHMRPFDIS73TA/deck/2ada4f92-56fa-4a41-a9f3-2f7d1cd83c0b?timeFrame=current_season,Mono-Red Aggro,69.6%,June 05
standard_bo3,ClavisRa,https://mtga.untapped.gg/profile/57b9feb5-36a7-4be3-8180-db3439948cae/XHGLCI42OJCV5IA4ALL5AKXDCE/deck/2df8d3a6-0797-4f34-a177-9e58e862377f?timeFrame=current_season,Gruul Other,75.6%,June 05
standard_bo3,alazif,https://mtga.untapped.gg/profile/80a0d34e-5bf9-474f-b57b-23e4befed5d7/7O7O5LNDI5DBRFCXQ6C43MTGZU/deck/57a6595c-a9ac-488d-a8ce-ad75de875c0c?timeFrame=current_season,Mono-Green Stompy,59.7%,June 05
standard_bo3,silverphx,https://mtga.untapped.gg/profile/f737870b-3fee-4447-b75b-949a2157a207/M5UZFJEMAZBUTDGZFZ6N5VSKXQ/deck/0e42527f-a513-45ec-942a-1001b147c6fd?timeFrame=current_season,Orzhov Other,49.2%,June 05
standard_bo1,Verbenero,https://mtga.untapped.gg/profile/26831ce5-fdc0-475e-9875-2d93a1fb4c83/AWKHV45M3RA4PNTON3DMC6SAAM/deck/5a5936cb-b5f1-4a10-a9a5-a994ab4bc099?timeFrame=current_season,Mono-Red Prowess,54.1%,June 05
historic_bo1,nihilistutopia,https://mtga.untapped.gg/profile/ef2acdfa-5b29-4bf2-b207-4dd4a2df56b6/B6EYPGS7PFHN5B7T3A5OIDPOZE/deck/185cd40a-6404-4577-99fb-592678432123?timeFrame=current_season,Dimir Ninjas,95.5%,June 05
timeless_bo3,calligola,https://mtga.untapped.gg/profile/98f32144-a5f8-4052-855c-387755c4ea20/GJCFE2QSXVHEFBK26RRPFFPYGM/deck/444ede3f-5041-43ef-8e19-436318235bcd?timeFrame=current_season,Mono-Black Reanimator,63.5%,June 05
standard_bo1,Shuichi Sato,https://mtga.untapped.gg/profile/1ad4c88c-8a8b-48b8-951e-a22f96909309/B5DBFWTHXJEH5E6SJOFTIBSK4Q/deck/3314a13b-523a-4d95-b13c-9c9f27b51d55?timeFrame=current_season,Gruul Aggro,63.5%,June 06
standard_bo1,ColManaburn,https://mtga.untapped.gg/profile/a8f1d6b0-e328-44f0-8bf6-1b65a513ee78/HNG3RXSLLJBONHMJ6KXVSVDLZA/deck/4525b4f8-084c-4e16-a90c-a36dbb449ef0?timeFrame=current_season,Boros Convoke,71.4%,June 06
standard_bo1,TopDeckKing,https://mtga.untapped.gg/profile/00413a25-4786-4a80-8da2-3fa0923be6d5/12827EC682D9076D/deck/0a85b424-a31d-4512-83b9-2fd66cf67c0d?timeFrame=current_season,5-Color Other,67.1%,June 06
standard_bo3,NeonMushroom,https://mtga.untapped.gg/profile/370094f4-eaf4-4baa-a0ca-b1a3d2379d58/7G3CFZ2C5JDF7NINB4PNEJSVLI/deck/49d99001-b97e-4dc4-8db5-d855d2e49a29?timeFrame=current_season,Orzhov Other,69.2%,June 06
standard_bo3,MineRoyale,https://mtga.untapped.gg/profile/fdb99ce0-232d-4518-926f-f93e00c8d085/863A478C7E6A803A/deck/5b82cadd-6135-4ed7-b9f9-4ce2e05393ec?timeFrame=current_season,Mono-Green Other,88.9%,June 06
standard_bo3,Scotch,https://mtga.untapped.gg/profile/b7c9179f-0a3b-49ef-aa9d-7ff6a562e4e6/ZA22VGICM5HZNA5IBAPK56GMEE/deck/3c1a3fd5-224e-4631-9930-1954b0d3b89d?timeFrame=current_season,Jund Other,65.5%,June 06
standard_bo3,Pain Train,https://mtga.untapped.gg/profile/abca9c42-f934-4bbc-8bd6-ee9056393e41/HIHEUG2DFRHNTOTZDQIOSRU3DQ/deck/fd35bb90-e8c5-4105-b538-a15bd495e89d?timeFrame=current_season,Jeskai Other,,June 06
explorer_bo1,strayed,https://mtga.untapped.gg/profile/2249801d-763e-41cc-9a93-3da1827852df/NLINLXZRAFH7HKNWWL6XVSYKUY/deck/1dc513b8-6e59-4b19-9a70-60b750136342?timeFrame=current_season,Abzan Amalia,71.4%,June 06
explorer_bo3,reizeru,https://mtga.untapped.gg/profile/1766470e-9730-4761-a983-c5aadeca5ef3/IJM3OBN3FNDYJHWEM3F7XLPQC4/deck/a83ecd4e-7ac2-4a21-b9b1-fb67e21b2590?timeFrame=current_season,5-Color Quintorius,62.7%,June 06
alchemy_bo1,SerterideHazy,https://mtga.untapped.gg/profile/c23c79da-7e6c-40d8-90b5-8de468109fe2/XJX7UC3C5ZDMXB3COT4PKRVAFM/deck/9f5f6917-354d-4f97-99ff-cd5d4af89ae8?timeFrame=current_season,Boros Convoke,76.5%,June 06
historic_bo1,ArknessLorin,https://mtga.untapped.gg/profile/7f312202-19a5-4b5a-a502-fe4c4cc32a0c/A31020DFA14B1A5D/deck/7e801db3-a549-4e37-950f-2d06d1cda106?timeFrame=current_season,4-Color Kethis,67.6%,June 06
timeless_bo3,Greenwire1,https://mtga.untapped.gg/profile/1a58c0e2-51e4-4f90-8b57-f46ec2e91579/BQDOHBXMIFENPNDLCYKA32Q7RM/deck/fc18a750-49cb-43ff-b810-7a3a268af154?timeFrame=current_season,5-Color Creativity,90.0%,June 06
timeless_bo3,Americanized,https://mtga.untapped.gg/profile/768d8a2a-35b8-4ff0-98f9-ea48cdb02c3e/4D78513FF24237F8/deck/6c98cf35-915b-47f0-a76a-40ee738a2808?timeFrame=current_season,Jund Shadow,77.8%,June 06
explorer_bo1,alamosmithers,https://mtga.untapped.gg/profile/698150c8-896f-4aed-8531-5d38ea6f85fd/NEX3DIC3SBFIXLDT2YLQQ3J4DE/deck/1410df5b-c091-4503-828c-ef11f3682c9b?timeFrame=current_season,Mono-Red Burn,57.8%,June 06
explorer_bo3,hurn,https://mtga.untapped.gg/profile/bbcde644-46b7-4f5d-a73e-2f946c979bbf/3DK4P5NTABEEBKBROBZ6MU25RQ/deck/28fb3b19-0e83-487b-b74a-d368f397b739?timeFrame=current_season,Mono-Red Wizards,72.5%,June 06
standard_bo3,Pretz777,https://mtga.untapped.gg/profile/d0425df5-c19f-405e-a2ae-604766cd1daa/LITJHKF3XVAW3N6QDBVELX674M/deck/cd5fc6e8-fe2e-4fe9-9963-68225f35dd33?timeFrame=current_season,Simic Affinity,67.7%,June 06
standard_bo1,TNT,https://mtga.untapped.gg/profile/bcb7823c-85e7-48bb-b4d7-8d38e1254389/2CLCCKDMCNAEDHNB2WV44QREVE/deck/ee4427b6-80f9-401f-9948-d6dffc4e064e?timeFrame=current_season,Boros Convoke,68.9%,June 07
standard_bo1,Justironmaaaan,https://mtga.untapped.gg/profile/fb9a63df-c853-4100-bb13-679284c1ad1a/ATC4FNXBQRBVHBBO4ZBHR6GOA4/deck/1e3d9998-5daf-4cac-90d0-2076ce89216a?timeFrame=current_season,Mono-Black Aggro,60.5%,June 07
standard_bo1,Badferret,https://mtga.untapped.gg/profile/b130ba5d-10a2-436a-9a15-31685aafbe83/6E0B1CEEC5C09E95/deck/a91cffe7-c7c2-46a2-a12b-43952c186af7?timeFrame=current_season,Boros Humans,59.3%,June 07
standard_bo1,Rothaga,https://mtga.untapped.gg/profile/7b65fab2-e296-468c-b488-782e486b84e8/OC73HKPAZNCATOI3BLVSVQAUQQ/deck/07b33c97-0082-4a21-b35e-eefda2ed56af?timeFrame=current_season,Mono-Blue Tempo,70.3%,June 07
standard_bo3,NicolasP,https://mtga.untapped.gg/profile/cb563df4-4ae9-4f75-a772-e02483259bba/TT333XXHARFELIJIQTYEMWEVKA/deck/ce88c954-90ea-4ec0-bc48-4ba212dd6a5a?timeFrame=current_season,Esper Midrange,83.3%,June 07
standard_bo3,ElliotWilson,https://mtga.untapped.gg/profile/bceda93e-40a5-448e-8c56-904c9a3563b2/UXE6RCKYLBALFIEHNDHSA2ADH4/deck/3ed6940c-c354-400c-9b6e-33a00d7c1b73?timeFrame=current_season,Esper Control,48.9%,June 07
standard_bo3,ArcticWolf24,https://mtga.untapped.gg/profile/bcefe796-ccbb-4a21-b536-9c6c106a0885/7GJBX3N7AZFCPO7Z6EIPRLGZOI/deck/d6bf5877-0b81-40c7-8073-6da9bf1d80e2?timeFrame=current_season,Esper Midrange,66.7%,June 07
standard_bo3,mozzarella,https://mtga.untapped.gg/profile/302c3c88-292a-4820-b7f6-2efcd1e999bf/HFQ5EYDLPJGNPN6OQKKCDX7RHQ/deck/68cbf6f5-64a3-454a-8d14-59593aeee2ee?timeFrame=current_season,Boros Convoke,71.2%,June 07
standard_bo3,nvmtr,https://mtga.untapped.gg/profile/835d1d1c-fcbf-45e2-b1a3-5c9025082cab/KBAMNGCGKFAKTPCYIAB2JHTCDQ/deck/b71cd2ae-f7fe-403d-840b-6efe62f91e75?timeFrame=current_season,5-Color Domain,63.9%,June 07
explorer_bo3,riverakias,https://mtga.untapped.gg/profile/489df4bc-5da9-4fad-9d4d-be840e21da05/ZB4CRKGKLRDXTA56UEEPBIHW7A/deck/e2985cb2-19b4-4d39-b8ed-0da90edf71c2?timeFrame=current_season,Mono-Green Devotion,65.5%,June 07
explorer_bo3,KushDingies,https://mtga.untapped.gg/profile/a9e89a3d-2ca9-44ba-a6c9-a9d50a817913/VSULGVJIXZGZVCAY2XMYGIP76U/deck/e9713fd6-9d05-46f5-8f4d-c42997a72408?timeFrame=current_season,Izzet Phoenix,81.8%,June 07
standard_bo1,タクミ,https://mtga.untapped.gg/profile/0d7cda3c-fb16-4f41-a89e-640419989991/RNUFOZJOLBBZDB235N3SMCUYU4/deck/2ac0f206-e857-41a2-82ac-2cc6b01ca9f5?timeFrame=current_season,Mono-Red Prowess,63.4%,June 07
standard_bo1,Utac,https://mtga.untapped.gg/profile/6fcccf81-8fbe-4120-9334-2176dc3fd190/RZZYZFPDFZFZNBLFEGFFNXMHLY/deck/2d6c660c-e454-43e2-b42e-ee09ca1ed305?timeFrame=current_season,Abzan Other,56.9%,June 07
standard_bo3,Lenzeor,https://mtga.untapped.gg/profile/60643024-dbaf-4b07-9d3a-7be3613b5dc7/CIY7EJV4BZBHPDEB7CVRYY7WRA/deck/c59ff436-80a6-457c-99f3-fac3760f2535?timeFrame=current_season,Orzhov Other,65.6%,June 07
explorer_bo1,BraveJRL,https://mtga.untapped.gg/profile/003b40b1-ce2a-47a4-a879-70c819acfa80/DD304A1BD2ED41B2/deck/2b02f5e0-f2d7-4f4f-bf71-24d076869ea6?timeFrame=current_season,Azorius Control,70.3%,June 07
explorer_bo3,loui,https://mtga.untapped.gg/profile/d43102f9-45a9-42fe-b0a9-a346e85e5abd/49683C3F5CBD0D7E/deck/9a4e9d04-be41-4ed8-bab4-2e455b643f24?timeFrame=current_season,Izzet Ensoul,72.9%,June 07
standard_bo1,Sekmastah,https://mtga.untapped.gg/profile/28688022-6ce9-4ba6-9498-71aa0811c9eb/ACMHZKPUXFEN5O3IHSFEAI6JCA/deck/3ee4b814-e787-401c-b109-6b86a286e698?timeFrame=current_season,5-Color Domain,60.1%,June 07
standard_bo1,TheGovnah,https://mtga.untapped.gg/profile/053a8289-41da-43e5-a0b8-764066ee4b54/HE2KQMB2YZGLZDNX3CAM5TRVUA/deck/767778ea-bef6-4bd4-9ab9-2842656d8b99?timeFrame=current_season,Mono-Black Other,59.8%,June 07
standard_bo1,beanz,https://mtga.untapped.gg/profile/3e3db839-6b17-46cf-a041-2e1f56a5a61f/TVLWSGJOSRHKVPZYBFGGEDAJHY/deck/fe633afd-dea5-4b55-9bf0-a4b7ef745dca?timeFrame=current_season,Naya Other,51.1%,June 07
standard_bo1,greggybelly,https://mtga.untapped.gg/profile/81326595-5673-47c2-9add-f552413babd5/Z3EVBPXMPJHVRCSHTAIGSAQVQA/deck/dca59d8f-a5f5-41cc-8284-06409dc90595?timeFrame=current_season,Bant Other,61.9%,June 07
alchemy_bo1,Angelost,https://mtga.untapped.gg/profile/809b0b7f-c5f6-4531-9427-bbb5962ee036/X66W4GDUKNFRBMBKYMVXSHURZI/deck/abc3a57d-c57f-436c-b646-cceaa1ce052f?timeFrame=current_season,4-Color Other,59.0%,June 07
historic_bo1,NiZeOne,https://mtga.untapped.gg/profile/d7d74a16-f9ab-452e-9a52-9c949085a7f1/UU47VBZN6BF5DBIXKJFL7FVTTQ/deck/9b70fdee-7bf9-486a-9f4a-52b68ef68958?timeFrame=current_season,Selesnya Squirrel Twin,88.2%,June 07
standard_bo3,toshi,https://mtga.untapped.gg/profile/f7180e59-0360-4a3e-b613-b3ace37dcf23/ZEJN4FOJPNFOFNVWWZPV2BPEFE/deck/5c4689b6-513e-4331-ad81-f671b6f9c6ab?timeFrame=current_season,Golgari Midrange,80.0%,June 07
explorer_bo3,Muracho,https://mtga.untapped.gg/profile/7871c252-c1ed-42a6-907a-4d01c749b836/4HHCNSJ3GNBRXIVXQYT34HIJAA/deck/0430c0b3-ffa6-474a-8f80-a01989890fef?timeFrame=current_season,Rakdos Vampires,62.9%,June 07
standard_bo1,PUNISHER,https://mtga.untapped.gg/profile/89fae2af-4e5c-4345-8977-dbb67fe5aaf2/5TJBHVXWRBHBNH2LH76NADWTIM/deck/99cf7ba7-7420-4895-97e7-04578b2770cf?timeFrame=current_season,Boros Heroic,64.6%,June 08
standard_bo1,りす太郎,https://mtga.untapped.gg/profile/b0f30bf0-8d1d-4d81-9433-c832b0f43d11/3DC1403470261CB4/deck/3bf3ff15-16fe-4780-9057-e44d52985eaf?timeFrame=current_season,4-Color Other,65.5%,June 08
standard_bo1,さんちゃん,https://mtga.untapped.gg/profile/094b7e74-fe91-48ed-a56c-f41fe93a8b6d/DFBENYL5RBBNVLNHLKR7LG6P5Q/deck/0d21957e-f870-4352-8b49-89a16b57f6fb?timeFrame=current_season,Orzhov Control,51.5%,June 08
standard_bo1,Steingrim,https://mtga.untapped.gg/profile/6db5e370-4c5a-436f-9502-1f0dcfe9bcb0/KP7BYVZNU5CVPKVQWTOZI62HBM/deck/5946428e-d2b7-4558-b095-ba1a00b357a5?timeFrame=current_season,Selesnya Enchantments,52.1%,June 08
standard_bo1,fantomasdavemx,https://mtga.untapped.gg/profile/7491cbf8-60a0-4b5e-a9b0-69184b9ae677/647QIPAYJFFZZP2WFOCUO2P46E/deck/98f14078-83f7-47ba-9999-312bed4eae47?timeFrame=current_season,Mono-White Humans,80.0%,June 08
standard_bo1,Hypernought,https://mtga.untapped.gg/profile/81c73730-9b28-4ec7-af91-13aa41a6bebb/F987E92A3D84709C/deck/c7585ee3-9644-4b15-874a-c6ae858bf8a1?timeFrame=current_season,Golgari Midrange,75.0%,June 08
standard_bo1,Protyx,https://mtga.untapped.gg/profile/5150320b-0dfb-4480-b52a-00b557145408/QAPC3DSMJNHLXN6PTB6LDYREC4/deck/de72f6cd-3d9b-4c1d-9dcb-5578a6251cd9?timeFrame=current_season,Mono-Red Prowess,58.0%,June 08
standard_bo3,LettuceSea,https://mtga.untapped.gg/profile/880980d1-a590-4605-9c98-c51cb562631e/DQIDZSS3JZEK7AU5EPCQNH77KU/deck/cde519b6-2a72-40cb-898d-1db1a09bcceb?timeFrame=current_season,Golgari Midrange,63.6%,June 08
standard_bo3,KYeeer,https://mtga.untapped.gg/profile/0cdfe24a-40c3-4712-9884-b178dc9f4aa2/T54VNRSMVZE2JAEDZY6EOOXKZM/deck/6bbc58d3-0a74-40dd-960a-5f6603d5b7a0?timeFrame=current_season,Boros Other,69.5%,June 08
explorer_bo1,talulute,https://mtga.untapped.gg/profile/293a5c2b-5028-4add-a4fb-7fd486ef87a7/KV6S6DA4MNELDDPMOWTVGA7ZF4/deck/e6a0fa5a-b5ab-4467-bddc-6760db866198?timeFrame=current_season,Abzan Amalia,62.1%,June 08
explorer_bo1,Mortifex,https://mtga.untapped.gg/profile/6d637f0a-18ba-4b27-9a37-c8f6024060f1/ZENKZVX7WBD3XET5TSFL5FYAZM/deck/e5943e80-55ce-495d-b689-327f9536ce08?timeFrame=current_season,Azorius Control,66.4%,June 08
explorer_bo3,Drakolith,https://mtga.untapped.gg/profile/bdbd957d-04ac-4090-a6a9-b220f267ea87/WQYXW4C3BZHZZME4DQY2JFFEAE/deck/13ea2eb9-d965-4491-aad6-66c91d770841?timeFrame=current_season,Abzan Other,53.6%,June 08
explorer_bo3,nobrawn,https://mtga.untapped.gg/profile/7d0d4139-3acf-4382-8838-c78a3443c3aa/3DE20E975860161C/deck/95a17ad7-5b6b-458a-b2a8-f612682a974e?timeFrame=current_season,Azorius Control,59.6%,June 08
explorer_bo3,lastchance,https://mtga.untapped.gg/profile/9991e31a-228c-4119-b1fd-0e08801b1cfd/FF52EC2411002A5D/deck/0f925acd-0627-4e38-bd0c-1fbf40d3b390?timeFrame=current_season,Abzan Amalia,84.6%,June 08
explorer_bo3,Darkvulpine,https://mtga.untapped.gg/profile/a273de0d-613e-4ac1-84c0-4cb6ed97f2ab/5C20167A55CE0018/deck/eb8eff45-9e45-47f4-8cda-e699adb2b3a8?timeFrame=current_season,Izzet Phoenix,70.6%,June 08
explorer_bo3,JaggerMin,https://mtga.untapped.gg/profile/e5eed3db-c917-4475-a54f-a46935ecd355/VZCLFJ6RCFEU7G5IIURKNYMXVA/deck/99623de0-69a1-40f6-ba5f-d97589c64660?timeFrame=current_season,Mono-Green Devotion,76.5%,June 08
explorer_bo3,xerk,https://mtga.untapped.gg/profile/d31488dd-0628-410f-a68e-0f0ae7f65f0d/CHJ74HGV2JEDNMO4HCGCNKPK3U/deck/7b3a069f-22c4-4cfb-aa43-c8503b618d66?timeFrame=current_season,Abzan Amalia,78.8%,June 08
alchemy_bo1,jebaholic,https://mtga.untapped.gg/profile/e493efdb-fdcb-4b14-834a-3f8efe7ef66c/7JJPHUTN2VHK3G77WKEL7K4DVA/deck/4af1078d-1c37-4600-8b0b-32b916ff17d9?timeFrame=current_season,Esper Control,64.3%,June 08
alchemy_bo1,arnketil,https://mtga.untapped.gg/profile/d384e61d-904a-49e0-aab9-287ec5ca7f96/EULRLZYN2VDEXEJ774YIYLGXSI/deck/57218860-30b1-4d2f-85d8-cdda82367ef7?timeFrame=current_season,Mono-White Other,75.0%,June 08
historic_bo1,chinochan,https://mtga.untapped.gg/profile/ef3106d6-4005-4c87-8052-91cf59424c56/KUB3L43WF5DFXAM4DEZLAIUKAQ/deck/5db421f5-f995-4158-8f90-f489c769c6d5?timeFrame=current_season,Mardu Other,49.5%,June 08
historic_bo1,TheSage,https://mtga.untapped.gg/profile/6c75b34c-6bd2-43d0-afbe-eaa91b146da4/A27JOF3L6RHULK65ZX2VDOOHX4/deck/fe837acc-5d09-4ee4-ad43-dc03f3fcf563?timeFrame=current_season,Orzhov Other,83.3%,June 08
